0                    WARNING main_yb_yb_EG_sim      Starting EG attempt at 0.
6,716,733,062,000    WARNING generation             router_1 successful entanglement of memory router_1.MemoryArray[0]
6,716,733,062,000    WARNING generation             router_0 successful entanglement of memory router_0.MemoryArray[0]
10,000,000,000,000,000 WARNING main_yb_yb_EG_sim      Entanglement num 1 completed in 6.7542433619999995 seconds.
10,000,000,000,000,000 WARNING main_yb_yb_EG_sim      Entanglement num 1 took 129 attempts.
10,000,000,000,000,000 WARNING main_yb_yb_EG_sim      Starting EG attempt at 10000000000000000.
10,000,526,100,249,500 WARNING generation             router_1 successful entanglement of memory router_1.MemoryArray[0]
10,000,526,100,249,500 WARNING generation             router_0 successful entanglement of memory router_0.MemoryArray[0]
20,000,000,000,000,000 WARNING main_yb_yb_EG_sim      Entanglement num 2 completed in 0.5636102494999999 seconds.
20,000,000,000,000,000 WARNING main_yb_yb_EG_sim      Entanglement num 2 took 4 attempts.
20,000,000,000,000,000 WARNING main_yb_yb_EG_sim      Starting EG attempt at 20000000000000000.
20,001,562,701,749,500 WARNING generation             router_0 successful entanglement of memory router_0.MemoryArray[0]
20,001,562,701,749,500 WARNING generation             router_1 successful entanglement of memory router_1.MemoryArray[0]
30,000,000,000,000,000 WARNING main_yb_yb_EG_sim      Entanglement num 3 completed in 1.6002120495 seconds.
30,000,000,000,000,000 WARNING main_yb_yb_EG_sim      Entanglement num 3 took 28 attempts.
30,000,000,000,000,000 WARNING main_yb_yb_EG_sim      Starting EG attempt at 30000000000000000.
30,006,718,258,124,500 WARNING generation             router_0 successful entanglement of memory router_0.MemoryArray[0]
30,006,718,258,124,500 WARNING generation             router_1 successful entanglement of memory router_1.MemoryArray[0]
40,000,000,000,000,000 WARNING main_yb_yb_EG_sim      Entanglement num 4 completed in 6.7557681245 seconds.
40,000,000,000,000,000 WARNING main_yb_yb_EG_sim      Entanglement num 4 took 130 attempts.
40,000,000,000,000,000 WARNING main_yb_yb_EG_sim      Starting EG attempt at 40000000000000000.
40,007,242,659,124,500 WARNING generation             router_0 successful entanglement of memory router_0.MemoryArray[0]
40,007,242,659,124,500 WARNING generation             router_1 successful entanglement of memory router_1.MemoryArray[0]
50,000,000,000,000,000 WARNING main_yb_yb_EG_sim      Entanglement num 5 completed in 7.2801694244999995 seconds.
50,000,000,000,000,000 WARNING main_yb_yb_EG_sim      Entanglement num 5 took 146 attempts.
50,000,000,000,000,000 WARNING main_yb_yb_EG_sim      Starting EG attempt at 50000000000000000.
50,003,103,878,437,000 WARNING generation             router_1 successful entanglement of memory router_1.MemoryArray[0]
50,003,103,878,437,000 WARNING generation             router_0 successful entanglement of memory router_0.MemoryArray[0]
60,000,000,000,000,000 WARNING main_yb_yb_EG_sim      Entanglement num 6 completed in 3.141388437 seconds.
60,000,000,000,000,000 WARNING main_yb_yb_EG_sim      Entanglement num 6 took 55 attempts.
60,000,000,000,000,000 WARNING main_yb_yb_EG_sim      Starting EG attempt at 60000000000000000.
60,001,574,902,249,500 WARNING generation             router_0 successful entanglement of memory router_0.MemoryArray[0]
60,001,574,902,249,500 WARNING generation             router_1 successful entanglement of memory router_1.MemoryArray[0]
70,000,000,000,000,000 WARNING main_yb_yb_EG_sim      Entanglement num 7 completed in 1.6124125495 seconds.
70,000,000,000,000,000 WARNING main_yb_yb_EG_sim      Entanglement num 7 took 36 attempts.
70,000,000,000,000,000 WARNING main_yb_yb_EG_sim      Starting EG attempt at 70000000000000000.
70,010,834,162,874,500 WARNING generation             router_0 successful entanglement of memory router_0.MemoryArray[0]
70,010,834,162,874,500 WARNING generation             router_1 successful entanglement of memory router_1.MemoryArray[0]
80,000,000,000,000,000 WARNING main_yb_yb_EG_sim      Entanglement num 8 completed in 10.8716728745 seconds.
80,000,000,000,000,000 WARNING main_yb_yb_EG_sim      Entanglement num 8 took 206 attempts.
80,000,000,000,000,000 WARNING main_yb_yb_EG_sim      Starting EG attempt at 80000000000000000.
80,000,532,200,499,500 WARNING generation             router_1 successful entanglement of memory router_1.MemoryArray[0]
80,000,532,200,499,500 WARNING generation             router_0 successful entanglement of memory router_0.MemoryArray[0]
90,000,000,000,000,000 WARNING main_yb_yb_EG_sim      Entanglement num 9 completed in 0.5697107995 seconds.
90,000,000,000,000,000 WARNING main_yb_yb_EG_sim      Entanglement num 9 took 8 attempts.
90,000,000,000,000,000 WARNING main_yb_yb_EG_sim      Starting EG attempt at 90000000000000000.
90,001,571,852,124,500 WARNING generation             router_0 successful entanglement of memory router_0.MemoryArray[0]
90,001,571,852,124,500 WARNING generation             router_1 successful entanglement of memory router_1.MemoryArray[0]
100,000,000,000,000,000 WARNING main_yb_yb_EG_sim      Entanglement num 10 completed in 1.6093621245 seconds.
100,000,000,000,000,000 WARNING main_yb_yb_EG_sim      Entanglement num 10 took 34 attempts.
100,000,000,000,000,000 WARNING main_yb_yb_EG_sim      Starting EG attempt at 100000000000000000.
100,000,026,100,249,500 WARNING generation             router_1 successful entanglement of memory router_1.MemoryArray[0]
100,000,026,100,249,500 WARNING generation             router_0 successful entanglement of memory router_0.MemoryArray[0]
110,000,000,000,000,000 WARNING main_yb_yb_EG_sim      Entanglement num 11 completed in 0.0636105495 seconds.
110,000,000,000,000,000 WARNING main_yb_yb_EG_sim      Entanglement num 11 took 4 attempts.
110,000,000,000,000,000 WARNING main_yb_yb_EG_sim      Starting EG attempt at 110000000000000000.
110,005,684,706,749,500 WARNING generation             router_0 successful entanglement of memory router_0.MemoryArray[0]
110,005,684,706,749,500 WARNING generation             router_1 successful entanglement of memory router_1.MemoryArray[0]
120,000,000,000,000,000 WARNING main_yb_yb_EG_sim      Entanglement num 12 completed in 5.7222167495 seconds.
120,000,000,000,000,000 WARNING main_yb_yb_EG_sim      Entanglement num 12 took 108 attempts.
120,000,000,000,000,000 WARNING main_yb_yb_EG_sim      Starting EG attempt at 120000000000000000.
